case_id,model_id,quarter,segment,metric_name,current_value,previous_value,historical_mean,historical_std,percent_change,z_score,rolling_mean,rolling_std,sample_size,missing_rate,expected_direction,scenario_type,scenario_difficulty,ground_truth_anomaly,ground_truth_severity,ground_truth_anomaly_type,ground_truth_reason,available_evidence,contradictory_evidence,missing_evidence_flag
case_0149,model_02,2023Q4,small_business,ks_statistic,0.528401,0.422731,0.450439,0.014339,0.24997,5.437256,0.463495,0.03973,1859,0.00625,lower_is_worse,metric_definition_change,moderate,False,none,definition_change,"Step change reflects a metric-definition change, not degradation.","features,deterministic,chart",False,False
case_0150,model_05,2023Q4,commercial,score_mean,615.326594,625.518671,620.922726,9.462834,-0.016294,-0.59138,619.677228,3.801058,2517,0.019256,stable,normal_variation,easy,False,none,normal_variation,Final quarter within normal historical variation.,"features,deterministic,chart",False,False
case_0151,model_07,2023Q4,small_business,auc,0.753806,0.824147,0.828405,0.018104,-0.08535,-4.120556,0.797438,0.027303,4760,0.008222,lower_is_worse,sudden_level_shift,easy,True,high,level_shift,Sudden level shift in the final quarter relative to history.,"features,deterministic,chart",False,False
case_0152,model_03,2023Q4,commercial,default_rate,0.047192,0.051897,0.041356,0.004743,-0.090657,1.230427,0.04476,0.00622,1554,0.017303,higher_is_worse,gradual_drift,easy,True,medium,gradual_drift,Monotonic drift over the most recent four quarters.,"features,deterministic,chart",False,False
case_0153,model_02,2023Q4,retail,score_mean,595.919109,618.275699,619.622892,21.646,-0.03616,-1.095065,620.282177,19.463659,3932,0.018498,stable,seasonal_movement,moderate,False,none,seasonal,Final-quarter movement matches the established seasonal pattern.,"features,deterministic,chart",False,False
case_0154,model_06,2023Q4,small_business,ks_statistic,0.43846,0.463142,0.45819,0.008111,-0.053293,-2.432483,0.455205,0.009802,859,0.183784,lower_is_worse,missing_data_spike,easy,True,medium,data_quality,Sharp rise in missing-data rate undermines metric reliability.,"features,deterministic,chart",False,False
case_0155,model_01,2023Q4,commercial,score_mean,619.449402,601.301158,628.931886,15.764348,0.030182,-0.601515,620.489041,12.190299,59,0.024382,stable,small_sample_instability,ambiguous,False,none,small_sample_instability,Apparent movement attributable to small-sample variance.,"features,deterministic,chart",False,False
case_0156,model_08,2023Q4,retail,score_mean,649.288463,605.825167,611.555801,18.147888,0.071742,2.079176,623.452839,15.972802,1778,0.012345,stable,segment_specific_anomaly,ambiguous,True,high,segment_anomaly,Shift isolated to this segment while peers remain stable.,"features,deterministic,chart",False,False
case_0157,model_06,2023Q4,commercial,score_mean,647.637179,612.020411,617.069793,20.484001,0.058195,1.492257,630.4811,13.978663,2488,0.015516,stable,contradictory_metric_movement,ambiguous,True,medium,contradiction,Metric moves inconsistently with a paired metric; needs review.,"features,deterministic,chart",True,False
case_0158,model_06,2023Q4,retail,score_mean,662.336547,617.551552,618.778816,8.012758,0.07252,5.436047,630.280654,18.602601,3115,0.011604,stable,macro_shock,easy,True,high,macro_shock,Large coordinated movement consistent with a macro shock.,"features,deterministic,chart",False,False
case_0159,model_02,2023Q4,commercial,auc,0.902183,0.80739,0.827721,0.01698,0.117407,4.385222,0.836796,0.039077,3778,0.0102,lower_is_worse,false_positive_trap,moderate,False,none,expected_movement,Large movement is expected (planned rebasing); not a model anomaly.,"features,deterministic,chart",False,False
case_0160,model_01,2023Q4,retail,psi,0.099522,0.050867,0.030204,0.03848,0.95652,1.801429,0.018398,0.060081,71,0.05127,higher_is_worse,false_negative_trap,adversarial,True,medium,masked_shift,Genuine shift masked by sampling noise; weak single-metric signal.,"features,deterministic,chart",False,False
case_0161,model_04,2023Q4,retail,ks_statistic,0.463357,0.482119,0.452603,0.033597,-0.038916,0.320095,0.466311,0.015337,334,0.00274,lower_is_worse,incomplete_evidence,adversarial,False,none,indeterminate,Key evidence is missing; case is not decidable as presented.,"features,chart",False,True
case_0162,model_02,2023Q4,commercial,default_rate,0.018871,0.047237,0.043036,0.006864,-0.600493,-3.520515,0.041009,0.013916,1028,0.026378,higher_is_worse,noisy_data,ambiguous,False,none,noise,Signal is heavily obscured by volatility.,"features,deterministic,chart",False,False
case_0163,model_03,2023Q4,retail,ks_statistic,0.476718,0.51775,0.470682,0.032467,-0.079251,0.1859,0.493462,0.040138,3080,0.017892,lower_is_worse,recovery_after_shock,adversarial,False,none,recovery,Prior shock has recovered to baseline; final quarter is normal.,"features,deterministic,chart",False,False
case_0164,model_02,2023Q4,commercial,ks_statistic,0.584478,0.49196,0.453281,0.032684,0.188061,4.014095,0.48255,0.064568,2070,0.005725,lower_is_worse,metric_definition_change,moderate,False,none,definition_change,"Step change reflects a metric-definition change, not degradation.","features,deterministic,chart",False,False
case_0165,model_02,2023Q4,commercial,ks_statistic,0.424742,0.448246,0.448164,0.016579,-0.052436,-1.412753,0.436463,0.011422,1989,0.00531,lower_is_worse,normal_variation,easy,False,none,normal_variation,Final quarter within normal historical variation.,"features,deterministic,chart",False,False
case_0166,model_07,2023Q4,retail,default_rate,0.048782,0.04235,0.039001,0.00412,0.151869,2.373647,0.038948,0.007013,3096,0.000547,higher_is_worse,sudden_level_shift,ambiguous,True,medium,level_shift,Sudden level shift in the final quarter relative to history.,"features,deterministic,chart",False,False
case_0167,model_06,2023Q4,retail,ks_statistic,0.360385,0.375132,0.446332,0.027757,-0.039311,-3.096415,0.413254,0.047142,4716,0.018401,lower_is_worse,gradual_drift,moderate,True,medium,gradual_drift,Monotonic drift over the most recent four quarters.,"features,deterministic,chart",False,False
case_0168,model_08,2023Q4,commercial,ks_statistic,0.385131,0.431875,0.455641,0.040883,-0.108234,-1.724695,0.446897,0.046567,1453,0.014585,lower_is_worse,seasonal_movement,easy,False,none,seasonal,Final-quarter movement matches the established seasonal pattern.,"features,deterministic,chart",False,False
case_0169,model_05,2023Q4,commercial,default_rate,0.03753,0.036958,0.039902,0.003267,0.01548,-0.726096,0.036979,0.002422,698,0.261633,higher_is_worse,missing_data_spike,moderate,True,medium,data_quality,Sharp rise in missing-data rate undermines metric reliability.,"features,deterministic,chart",False,False
case_0170,model_05,2023Q4,retail,score_mean,597.980937,533.027063,627.034967,37.752115,0.121858,-0.7696,607.79669,50.293356,77,0.003843,stable,small_sample_instability,ambiguous,False,none,small_sample_instability,Apparent movement attributable to small-sample variance.,"features,deterministic,chart",False,False
case_0171,model_05,2023Q4,small_business,score_mean,659.246163,631.557357,623.999894,13.449897,0.043842,2.62056,631.978233,21.765658,2208,0.008274,stable,segment_specific_anomaly,moderate,True,high,segment_anomaly,Shift isolated to this segment while peers remain stable.,"features,deterministic,chart",False,False
case_0172,model_05,2023Q4,commercial,default_rate,0.04563,0.026574,0.036709,0.004526,0.717078,1.971128,0.03868,0.007226,3496,0.010183,higher_is_worse,contradictory_metric_movement,moderate,True,medium,contradiction,Metric moves inconsistently with a paired metric; needs review.,"features,deterministic,chart",True,False
case_0173,model_02,2023Q4,commercial,auc,0.749166,0.83638,0.822403,0.026146,-0.104275,-2.801123,0.801281,0.033212,1404,0.008914,lower_is_worse,macro_shock,moderate,True,high,macro_shock,Large coordinated movement consistent with a macro shock.,"features,deterministic,chart",False,False
case_0174,model_07,2023Q4,retail,ks_statistic,0.539346,0.434907,0.450841,0.025111,0.240142,3.524593,0.470219,0.041497,3018,0.006269,lower_is_worse,false_positive_trap,ambiguous,False,none,expected_movement,Large movement is expected (planned rebasing); not a model anomaly.,"features,deterministic,chart",False,False
case_0175,model_04,2023Q4,commercial,auc,0.747674,0.799164,0.816047,0.032179,-0.06443,-2.12481,0.804515,0.052937,73,0.027248,lower_is_worse,false_negative_trap,adversarial,True,medium,masked_shift,Genuine shift masked by sampling noise; weak single-metric signal.,"features,deterministic,chart",False,False
case_0176,model_03,2023Q4,small_business,psi,0.028704,0.032302,0.046779,0.026285,-0.111398,-0.687665,0.044623,0.014319,1226,0.035896,higher_is_worse,incomplete_evidence,ambiguous,False,none,indeterminate,Key evidence is missing; case is not decidable as presented.,"features,chart",False,True
case_0177,model_03,2023Q4,small_business,default_rate,0.032615,0.044067,0.036891,0.009468,-0.259875,-0.451595,0.042582,0.008873,434,0.006871,higher_is_worse,noisy_data,ambiguous,False,none,noise,Signal is heavily obscured by volatility.,"features,deterministic,chart",False,False
case_0178,model_04,2023Q4,commercial,auc,0.811424,0.765217,0.813098,0.040067,0.060385,-0.041774,0.824671,0.057731,1722,0.019091,lower_is_worse,recovery_after_shock,moderate,False,none,recovery,Prior shock has recovered to baseline; final quarter is normal.,"features,deterministic,chart",False,False
case_0179,model_07,2023Q4,commercial,auc,0.927133,0.797228,0.829326,0.0201,0.162946,4.866068,0.839895,0.051593,4557,0.010303,lower_is_worse,metric_definition_change,ambiguous,False,none,definition_change,"Step change reflects a metric-definition change, not degradation.","features,deterministic,chart",False,False
case_0180,model_03,2023Q4,commercial,default_rate,0.03298,0.034789,0.040807,0.002695,-0.051989,-2.904305,0.038316,0.004567,2738,0.009371,higher_is_worse,normal_variation,easy,False,none,normal_variation,Final quarter within normal historical variation.,"features,deterministic,chart",False,False
case_0181,model_02,2023Q4,small_business,psi,0.082308,0.049153,0.045112,0.014588,0.674534,2.549817,0.05363,0.017068,2461,0.011221,higher_is_worse,sudden_level_shift,moderate,True,medium,level_shift,Sudden level shift in the final quarter relative to history.,"features,deterministic,chart",False,False
case_0182,model_08,2023Q4,small_business,default_rate,0.048819,0.064613,0.043105,0.008694,-0.244439,0.657244,0.050124,0.009509,3199,0.017144,higher_is_worse,gradual_drift,moderate,True,medium,gradual_drift,Monotonic drift over the most recent four quarters.,"features,deterministic,chart",False,False
case_0183,model_07,2023Q4,retail,psi,0.012771,0.042509,0.055061,0.029092,-0.69957,-1.453656,0.052635,0.028828,2479,0.006011,higher_is_worse,seasonal_movement,moderate,False,none,seasonal,Final-quarter movement matches the established seasonal pattern.,"features,deterministic,chart",False,False
case_0184,model_05,2023Q4,retail,score_mean,612.911947,638.312579,622.811909,10.895324,-0.039793,-0.908643,625.876065,11.287962,1266,0.216684,stable,missing_data_spike,moderate,True,medium,data_quality,Sharp rise in missing-data rate undermines metric reliability.,"features,deterministic,chart",False,False
case_0185,model_04,2023Q4,small_business,score_mean,623.276503,651.494641,622.010387,18.23177,-0.043313,0.069446,619.978726,20.295717,55,0.027534,stable,small_sample_instability,moderate,False,none,small_sample_instability,Apparent movement attributable to small-sample variance.,"features,deterministic,chart",False,False
case_0186,model_05,2023Q4,small_business,psi,0.089475,0.051311,0.050597,0.010264,0.743773,3.787711,0.061288,0.017876,731,0.015107,higher_is_worse,segment_specific_anomaly,easy,True,high,segment_anomaly,Shift isolated to this segment while peers remain stable.,"features,deterministic,chart",False,False
case_0187,model_01,2023Q4,retail,auc,0.858431,0.868031,0.807985,0.036976,-0.011059,1.364275,0.829143,0.042192,3369,0.017284,lower_is_worse,contradictory_metric_movement,ambiguous,True,medium,contradiction,Metric moves inconsistently with a paired metric; needs review.,"features,deterministic,chart",True,False
case_0188,model_03,2023Q4,commercial,auc,0.710967,0.864393,0.810146,0.035856,-0.177495,-2.766013,0.797923,0.055828,4911,0.010905,lower_is_worse,macro_shock,moderate,True,high,macro_shock,Large coordinated movement consistent with a macro shock.,"features,deterministic,chart",False,False
case_0189,model_03,2023Q4,small_business,psi,0.130348,0.041614,0.052368,0.017823,2.132313,4.375131,0.063131,0.040063,4787,0.01163,higher_is_worse,false_positive_trap,adversarial,False,none,expected_movement,Large movement is expected (planned rebasing); not a model anomaly.,"features,deterministic,chart",False,False
case_0190,model_01,2023Q4,commercial,psi,0.122801,-0.002211,0.047674,0.040901,56.539013,1.836781,0.083407,0.051485,58,0.046296,higher_is_worse,false_negative_trap,ambiguous,True,medium,masked_shift,Genuine shift masked by sampling noise; weak single-metric signal.,"features,deterministic,chart",False,False
case_0191,model_03,2023Q4,small_business,psi,0.142391,0.072864,0.058335,0.033245,0.954189,2.528352,0.085728,0.033931,972,0.022483,higher_is_worse,incomplete_evidence,ambiguous,True,low,indeterminate,Key evidence is missing; case is not decidable as presented.,"features,chart",False,True
case_0192,model_04,2023Q4,small_business,psi,0.10743,0.066008,0.061376,0.041932,0.62754,1.098303,0.054139,0.040442,898,0.029353,higher_is_worse,noisy_data,easy,False,none,noise,Signal is heavily obscured by volatility.,"features,deterministic,chart",False,False
case_0193,model_02,2023Q4,retail,ks_statistic,0.434232,0.454646,0.449474,0.024984,-0.0449,-0.610089,0.465511,0.026594,3572,0.014078,lower_is_worse,recovery_after_shock,moderate,False,none,recovery,Prior shock has recovered to baseline; final quarter is normal.,"features,deterministic,chart",False,False
case_0194,model_02,2023Q4,retail,score_mean,670.287187,617.998901,622.954724,10.194845,0.084609,4.642784,634.540506,20.842412,3281,0.013671,stable,metric_definition_change,moderate,False,none,definition_change,"Step change reflects a metric-definition change, not degradation.","features,deterministic,chart",False,False
case_0195,model_06,2023Q4,small_business,psi,0.050364,0.043794,0.056421,0.012462,0.150029,-0.486055,0.046019,0.011961,2889,0.011149,higher_is_worse,normal_variation,easy,False,none,normal_variation,Final quarter within normal historical variation.,"features,deterministic,chart",False,False
case_0196,model_08,2023Q4,commercial,psi,0.08896,0.055202,0.050832,0.012572,0.611524,3.032758,0.058653,0.018032,3815,0.007259,higher_is_worse,sudden_level_shift,moderate,True,medium,level_shift,Sudden level shift in the final quarter relative to history.,"features,deterministic,chart",False,False
case_0197,model_06,2023Q4,small_business,score_mean,637.33468,631.844659,632.202655,16.375444,0.008689,0.313398,639.541372,17.375787,2465,0.015548,stable,gradual_drift,ambiguous,True,medium,gradual_drift,Monotonic drift over the most recent four quarters.,"features,deterministic,chart",False,False
case_0198,model_07,2023Q4,retail,score_mean,586.841075,620.746824,624.971156,23.481631,-0.054621,-1.623826,618.748223,25.684425,4465,0.01283,stable,seasonal_movement,moderate,False,none,seasonal,Final-quarter movement matches the established seasonal pattern.,"features,deterministic,chart",False,False
case_0199,model_04,2023Q4,small_business,default_rate,0.034609,0.03081,0.041956,0.009358,0.123301,-0.785114,0.039854,0.007988,1353,0.296898,higher_is_worse,missing_data_spike,ambiguous,True,medium,data_quality,Sharp rise in missing-data rate undermines metric reliability.,"features,deterministic,chart",False,False
case_0200,model_04,2023Q4,retail,default_rate,0.029955,0.027357,0.03528,0.010464,0.094956,-0.508936,0.037116,0.008582,51,0.018974,higher_is_worse,small_sample_instability,adversarial,False,none,small_sample_instability,Apparent movement attributable to small-sample variance.,"features,deterministic,chart",False,False
case_0201,model_04,2023Q4,commercial,ks_statistic,0.395012,0.400316,0.455077,0.03292,-0.013249,-1.824558,0.428549,0.031381,2097,0.013145,lower_is_worse,segment_specific_anomaly,ambiguous,True,high,segment_anomaly,Shift isolated to this segment while peers remain stable.,"features,deterministic,chart",False,False
case_0202,model_02,2023Q4,small_business,score_mean,642.320376,607.062276,618.680828,16.722792,0.05808,1.413612,629.643269,17.602366,3433,0.00608,stable,contradictory_metric_movement,moderate,True,medium,contradiction,Metric moves inconsistently with a paired metric; needs review.,"features,deterministic,chart",True,False
case_0203,model_05,2023Q4,small_business,psi,0.129751,0.050876,0.056483,0.01435,1.55033,5.105809,0.07891,0.030173,2800,0.018353,higher_is_worse,macro_shock,easy,True,high,macro_shock,Large coordinated movement consistent with a macro shock.,"features,deterministic,chart",False,False
case_0204,model_08,2023Q4,commercial,auc,0.938183,0.791341,0.821985,0.031215,0.185561,3.722523,0.864439,0.05197,1017,0.01501,lower_is_worse,false_positive_trap,ambiguous,False,none,expected_movement,Large movement is expected (planned rebasing); not a model anomaly.,"features,deterministic,chart",False,False
case_0205,model_03,2023Q4,commercial,auc,0.772581,0.828683,0.825083,0.035983,-0.067701,-1.459082,0.810835,0.034419,109,0.025014,lower_is_worse,false_negative_trap,ambiguous,True,medium,masked_shift,Genuine shift masked by sampling noise; weak single-metric signal.,"features,deterministic,chart",False,False
case_0206,model_06,2023Q4,retail,ks_statistic,0.489601,0.453797,0.454763,0.013496,0.078898,2.581398,0.470489,0.012792,427,0.0374,lower_is_worse,incomplete_evidence,moderate,True,low,indeterminate,Key evidence is missing; case is not decidable as presented.,"features,chart",False,True
case_0207,model_06,2023Q4,small_business,ks_statistic,0.560524,0.367753,0.449759,0.050723,0.524185,2.18373,0.469153,0.074686,1120,0.001365,lower_is_worse,noisy_data,adversarial,True,low,noisy_signal,Signal is heavily obscured by volatility.,"features,deterministic,chart",False,False
case_0208,model_04,2023Q4,commercial,psi,0.04743,0.094506,0.058152,0.029168,-0.498127,-0.367579,0.073698,0.038669,2846,0.012168,higher_is_worse,recovery_after_shock,moderate,False,none,recovery,Prior shock has recovered to baseline; final quarter is normal.,"features,deterministic,chart",False,False
case_0209,model_04,2023Q4,small_business,score_mean,664.867981,637.988105,621.199176,9.863548,0.042132,4.427292,639.324188,16.505196,3714,0.011353,stable,metric_definition_change,moderate,False,none,definition_change,"Step change reflects a metric-definition change, not degradation.","features,deterministic,chart",False,False
case_0210,model_04,2023Q4,retail,auc,0.829793,0.820511,0.819401,0.018975,0.011313,0.547674,0.832097,0.010344,4482,0.00892,lower_is_worse,normal_variation,moderate,False,none,normal_variation,Final quarter within normal historical variation.,"features,deterministic,chart",False,False
case_0211,model_03,2023Q4,commercial,default_rate,0.051106,0.039122,0.040334,0.003734,0.306333,2.884472,0.040532,0.006259,3217,0.016376,higher_is_worse,sudden_level_shift,moderate,True,medium,level_shift,Sudden level shift in the final quarter relative to history.,"features,deterministic,chart",False,False
case_0212,model_05,2023Q4,small_business,ks_statistic,0.385622,0.434075,0.446511,0.022406,-0.111625,-2.717582,0.428305,0.026207,3542,0.003665,lower_is_worse,gradual_drift,moderate,True,medium,gradual_drift,Monotonic drift over the most recent four quarters.,"features,deterministic,chart",False,False
case_0213,model_04,2023Q4,small_business,default_rate,0.031795,0.038717,0.040629,0.00699,-0.17879,-1.263852,0.039427,0.006539,835,0.00224,higher_is_worse,seasonal_movement,ambiguous,False,none,seasonal,Final-quarter movement matches the established seasonal pattern.,"features,deterministic,chart",False,False
case_0214,model_05,2023Q4,retail,score_mean,630.785601,646.045866,624.06967,18.143298,-0.023621,0.37016,637.97673,9.287361,1164,0.239861,stable,missing_data_spike,ambiguous,True,medium,data_quality,Sharp rise in missing-data rate undermines metric reliability.,"features,deterministic,chart",False,False
case_0215,model_03,2023Q4,small_business,score_mean,626.103504,593.631641,613.318515,21.203295,0.0547,0.602972,606.388001,14.378881,55,0.025037,stable,small_sample_instability,ambiguous,False,none,small_sample_instability,Apparent movement attributable to small-sample variance.,"features,deterministic,chart",False,False
case_0216,model_05,2023Q4,small_business,ks_statistic,0.368691,0.430973,0.438322,0.018744,-0.144515,-3.714857,0.417994,0.028657,734,0.019175,lower_is_worse,segment_specific_anomaly,easy,True,high,segment_anomaly,Shift isolated to this segment while peers remain stable.,"features,deterministic,chart",False,False
case_0217,model_08,2023Q4,small_business,auc,0.892084,0.800393,0.84328,0.041451,0.114557,1.177366,0.827615,0.051024,1672,0.004145,lower_is_worse,contradictory_metric_movement,ambiguous,True,medium,contradiction,Metric moves inconsistently with a paired metric; needs review.,"features,deterministic,chart",True,False
case_0218,model_08,2023Q4,small_business,psi,0.094553,0.063891,0.069187,0.008618,0.479927,2.943378,0.077431,0.013474,1940,0.007375,higher_is_worse,macro_shock,moderate,True,high,macro_shock,Large coordinated movement consistent with a macro shock.,"features,deterministic,chart",False,False
case_0219,model_04,2023Q4,small_business,psi,0.103001,0.056697,0.047174,0.012064,0.816691,4.627732,0.071033,0.019932,2617,0.006549,higher_is_worse,false_positive_trap,adversarial,False,none,expected_movement,Large movement is expected (planned rebasing); not a model anomaly.,"features,deterministic,chart",False,False
case_0220,model_06,2023Q4,small_business,ks_statistic,0.359399,0.398362,0.432392,0.03448,-0.097807,-2.11696,0.418288,0.043893,79,0.056364,lower_is_worse,false_negative_trap,ambiguous,True,medium,masked_shift,Genuine shift masked by sampling noise; weak single-metric signal.,"features,deterministic,chart",False,False
case_0221,model_08,2023Q4,commercial,ks_statistic,0.49844,0.488312,0.441926,0.026908,0.020742,2.100251,0.468615,0.030062,757,0.019601,lower_is_worse,incomplete_evidence,moderate,False,none,indeterminate,Key evidence is missing; case is not decidable as presented.,"features,chart",False,True
case_0222,model_01,2023Q4,retail,score_mean,629.053986,603.658987,624.551635,15.952687,0.042068,0.282231,626.561534,15.31627,1180,0.016294,stable,noisy_data,easy,False,none,noise,Signal is heavily obscured by volatility.,"features,deterministic,chart",False,False
case_0223,model_04,2023Q4,commercial,score_mean,607.212044,617.521389,623.927315,16.943928,-0.016695,-0.986505,630.879919,21.421941,2751,0.001665,stable,recovery_after_shock,moderate,False,none,recovery,Prior shock has recovered to baseline; final quarter is normal.,"features,deterministic,chart",False,False
case_0224,model_02,2023Q4,retail,psi,0.124934,0.074329,0.057449,0.012635,0.680817,5.340977,0.069257,0.035587,2633,0.012548,higher_is_worse,metric_definition_change,ambiguous,False,none,definition_change,"Step change reflects a metric-definition change, not degradation.","features,deterministic,chart",False,False
case_0225,model_01,2023Q4,commercial,score_mean,604.523222,612.999812,620.863573,9.551443,-0.013828,-1.710773,613.518756,8.827801,3598,0.012823,stable,normal_variation,moderate,False,none,normal_variation,Final quarter within normal historical variation.,"features,deterministic,chart",False,False
case_0226,model_05,2023Q4,retail,score_mean,656.301116,626.608491,619.791896,15.372257,0.047386,2.375007,640.845899,14.05203,1846,0.01205,stable,sudden_level_shift,moderate,True,medium,level_shift,Sudden level shift in the final quarter relative to history.,"features,deterministic,chart",False,False
case_0227,model_01,2023Q4,small_business,psi,0.117233,0.075334,0.042529,0.021091,0.556178,3.541983,0.07095,0.029835,3061,0.011537,higher_is_worse,gradual_drift,ambiguous,True,medium,gradual_drift,Monotonic drift over the most recent four quarters.,"features,deterministic,chart",False,False
case_0228,model_01,2023Q4,commercial,default_rate,0.028502,0.044969,0.040425,0.007527,-0.366181,-1.583891,0.040869,0.007327,4219,0.014726,higher_is_worse,seasonal_movement,easy,False,none,seasonal,Final-quarter movement matches the established seasonal pattern.,"features,deterministic,chart",False,False
case_0229,model_08,2023Q4,small_business,ks_statistic,0.480481,0.488757,0.467989,0.020315,-0.016933,0.614878,0.46858,0.026144,460,0.256219,lower_is_worse,missing_data_spike,easy,True,medium,data_quality,Sharp rise in missing-data rate undermines metric reliability.,"features,deterministic,chart",False,False
case_0230,model_02,2023Q4,retail,default_rate,0.029393,0.048455,0.043449,0.004521,-0.393412,-3.109132,0.041922,0.007438,70,0.027253,higher_is_worse,small_sample_instability,moderate,False,none,small_sample_instability,Apparent movement attributable to small-sample variance.,"features,deterministic,chart",False,False
case_0231,model_04,2023Q4,retail,auc,0.798906,0.835709,0.824742,0.011383,-0.044039,-2.26969,0.824401,0.020589,1046,0.002043,lower_is_worse,segment_specific_anomaly,moderate,True,high,segment_anomaly,Shift isolated to this segment while peers remain stable.,"features,deterministic,chart",False,False
case_0232,model_04,2023Q4,commercial,score_mean,642.703564,646.14085,622.944054,18.649453,-0.00532,1.059522,630.894912,18.11662,1438,0.001923,stable,contradictory_metric_movement,ambiguous,True,medium,contradiction,Metric moves inconsistently with a paired metric; needs review.,"features,deterministic,chart",True,False
case_0233,model_01,2023Q4,small_business,default_rate,0.058869,0.043434,0.038489,0.004266,0.355384,4.777116,0.045195,0.009113,3223,0.013759,higher_is_worse,macro_shock,easy,True,high,macro_shock,Large coordinated movement consistent with a macro shock.,"features,deterministic,chart",False,False
case_0234,model_01,2023Q4,commercial,psi,0.140572,0.040983,0.057792,0.019973,2.429995,4.144586,0.066386,0.044744,1122,0.010516,higher_is_worse,false_positive_trap,ambiguous,False,none,expected_movement,Large movement is expected (planned rebasing); not a model anomaly.,"features,deterministic,chart",False,False
case_0235,model_05,2023Q4,retail,psi,0.117696,0.089485,0.070431,0.023289,0.315258,2.029509,0.08729,0.021041,92,0.038258,higher_is_worse,false_negative_trap,moderate,True,medium,masked_shift,Genuine shift masked by sampling noise; weak single-metric signal.,"features,deterministic,chart",False,False
case_0236,model_07,2023Q4,retail,ks_statistic,0.404113,0.447346,0.440943,0.022921,-0.096644,-1.606853,0.436163,0.019724,373,0.029036,lower_is_worse,incomplete_evidence,ambiguous,False,none,indeterminate,Key evidence is missing; case is not decidable as presented.,"features,chart",False,True
case_0237,model_03,2023Q4,retail,default_rate,0.04649,0.035158,0.048152,0.010831,0.322302,-0.153418,0.048366,0.011649,1582,0.017015,higher_is_worse,noisy_data,adversarial,False,none,noise,Signal is heavily obscured by volatility.,"features,deterministic,chart",False,False
case_0238,model_07,2023Q4,small_business,default_rate,0.038837,0.041452,0.040491,0.004276,-0.063078,-0.386854,0.041352,0.005425,1675,0.012557,higher_is_worse,recovery_after_shock,ambiguous,False,none,recovery,Prior shock has recovered to baseline; final quarter is normal.,"features,deterministic,chart",False,False
case_0239,model_02,2023Q4,retail,auc,0.946502,0.854197,0.818328,0.023534,0.10806,5.446343,0.857606,0.053844,1974,0.001689,lower_is_worse,metric_definition_change,moderate,False,none,definition_change,"Step change reflects a metric-definition change, not degradation.","features,deterministic,chart",False,False
case_0240,model_04,2023Q4,small_business,psi,0.061213,0.041043,0.05596,0.015879,0.491441,0.330847,0.061096,0.014196,804,0.018414,higher_is_worse,normal_variation,moderate,False,none,normal_variation,Final quarter within normal historical variation.,"features,deterministic,chart",False,False
case_0241,model_03,2023Q4,small_business,default_rate,0.05295,0.045115,0.038999,0.004066,0.173665,3.431268,0.043443,0.006246,3548,0.011476,higher_is_worse,sudden_level_shift,easy,True,medium,level_shift,Sudden level shift in the final quarter relative to history.,"features,deterministic,chart",False,False
case_0242,model_05,2023Q4,retail,psi,0.083342,0.067137,0.049351,0.014617,0.241379,2.325488,0.06616,0.01851,1754,0.008896,higher_is_worse,gradual_drift,easy,True,medium,gradual_drift,Monotonic drift over the most recent four quarters.,"features,deterministic,chart",False,False
case_0243,model_08,2023Q4,commercial,auc,0.753963,0.812033,0.82303,0.053512,-0.071512,-1.290671,0.816266,0.044373,4070,0.016632,lower_is_worse,seasonal_movement,easy,False,none,seasonal,Final-quarter movement matches the established seasonal pattern.,"features,deterministic,chart",False,False
case_0244,model_06,2023Q4,small_business,auc,0.840703,0.88479,0.830092,0.028646,-0.049827,0.370403,0.848848,0.028119,894,0.234811,lower_is_worse,missing_data_spike,ambiguous,True,medium,data_quality,Sharp rise in missing-data rate undermines metric reliability.,"features,deterministic,chart",False,False
case_0245,model_03,2023Q4,commercial,default_rate,0.04764,0.035286,0.041197,0.005745,0.350131,1.121489,0.039506,0.00481,67,0.028261,higher_is_worse,small_sample_instability,easy,False,none,small_sample_instability,Apparent movement attributable to small-sample variance.,"features,deterministic,chart",False,False
case_0246,model_01,2023Q4,commercial,ks_statistic,0.380945,0.477111,0.45018,0.021033,-0.201559,-3.291684,0.436122,0.038198,1294,0.000796,lower_is_worse,segment_specific_anomaly,easy,True,high,segment_anomaly,Shift isolated to this segment while peers remain stable.,"features,deterministic,chart",False,False
case_0247,model_04,2023Q4,commercial,default_rate,0.048403,0.040132,0.043605,0.003516,0.206107,1.364656,0.045834,0.004258,2241,0.015598,higher_is_worse,contradictory_metric_movement,ambiguous,True,medium,contradiction,Metric moves inconsistently with a paired metric; needs review.,"features,deterministic,chart",True,False
case_0248,model_07,2023Q4,small_business,auc,0.722046,0.826123,0.82119,0.019326,-0.125983,-5.130168,0.791002,0.040731,1972,0.00441,lower_is_worse,macro_shock,easy,True,high,macro_shock,Large coordinated movement consistent with a macro shock.,"features,deterministic,chart",False,False
case_0249,model_08,2023Q4,small_business,score_mean,681.26035,614.655639,616.028592,13.770843,0.108361,4.736947,624.003842,36.662164,4994,0.000614,stable,false_positive_trap,ambiguous,False,none,expected_movement,Large movement is expected (planned rebasing); not a model anomaly.,"features,deterministic,chart",False,False
